key,value,date
paddock,1004.96,2016-10-09T16:35:00
paddock,1006.34,2016-10-09T16:40:00
paddock,1007.68,2016-10-09T16:45:00
paddock,1009.04,2016-10-09T16:50:00
paddock,662.18,2016-10-09T16:55:00
paddock,663.56,2016-10-09T17:00:00
paddock,664.95,2016-10-09T17:05:00
paddock,726.20,2016-10-09T17:10:00
paddock,907.34,2016-10-09T17:15:00
paddock,908.66,2016-10-09T17:20:00
paddock,910.03,2016-10-09T17:25:00
paddock,911.38,2016-10-09T17:30:00
paddock,852.66,2016-10-09T17:35:00
paddock,853.84,2016-10-09T17:40:00
paddock,914.94,2016-10-09T17:45:00
paddock,916.16,2016-10-09T17:50:00
paddock,917.32,2016-10-09T17:55:00
paddock,918.46,2016-10-09T18:00:00
paddock,919.58,2016-10-09T18:05:00
paddock,920.72,2016-10-09T18:10:00
paddock,921.84,2016-10-09T18:15:00
paddock,922.98,2016-10-09T18:20:00
paddock,924.18,2016-10-09T18:25:00
paddock,925.26,2016-10-09T18:30:00
paddock,927.08,2016-10-09T18:35:00
paddock,933.60,2016-10-09T18:40:00
paddock,942.91,2016-10-09T18:45:00
paddock,954.47,2016-10-09T18:50:00
paddock,966.57,2016-10-09T18:55:00
paddock,973.33,2016-10-09T19:00:00
paddock,979.94,2016-10-09T19:05:00
paddock,988.33,2016-10-09T19:10:00
paddock,1000.01,2016-10-09T19:15:00
paddock,1013.52,2016-10-09T19:20:00
paddock,1024.95,2016-10-09T19:25:00
paddock,1036.01,2016-10-09T19:30:00
paddock,1046.52,2016-10-09T19:35:00
paddock,1054.90,2016-10-09T19:40:00
paddock,880.66,2016-10-09T19:45:00
paddock,1066.80,2016-10-09T19:50:00
paddock,1071.69,2016-10-09T19:55:00
paddock,1076.19,2016-10-09T20:00:00
paddock,1080.06,2016-10-09T20:05:00
paddock,1083.27,2016-10-09T20:10:00
paddock,886.60,2016-10-09T20:15:00
paddock,887.56,2016-10-09T20:20:00
paddock,888.42,2016-10-09T20:25:00
paddock,889.26,2016-10-09T20:30:00
paddock,890.08,2016-10-09T20:35:00
paddock,890.78,2016-10-09T20:40:00
paddock,891.50,2016-10-09T20:45:00
paddock,892.20,2016-10-09T20:50:00
paddock,892.88,2016-10-09T20:55:00
paddock,893.56,2016-10-09T21:00:00
paddock,894.22,2016-10-09T21:05:00
paddock,894.90,2016-10-09T21:10:00
paddock,895.56,2016-10-09T21:15:00
paddock,896.22,2016-10-09T21:20:00
paddock,896.82,2016-10-09T21:25:00
paddock,717.60,2016-10-09T21:30:00
paddock,717.88,2016-10-09T21:35:00
paddock,717.94,2016-10-09T21:40:00
paddock,718.00,2016-10-09T21:45:00
paddock,718.10,2016-10-09T21:50:00
paddock,718.14,2016-10-09T21:55:00
paddock,718.20,2016-10-09T22:00:00
paddock,718.28,2016-10-09T22:05:00
paddock,718.30,2016-10-09T22:10:00
paddock,718.40,2016-10-09T22:15:00
paddock,718.40,2016-10-09T22:20:00
paddock,718.44,2016-10-09T22:25:00
paddock,718.50,2016-10-09T22:30:00
paddock,718.50,2016-10-09T22:35:00
paddock,718.50,2016-10-09T22:40:00
paddock,718.50,2016-10-09T22:45:00
paddock,718.50,2016-10-09T22:50:00
paddock,718.50,2016-10-09T22:55:00
paddock,718.50,2016-10-09T23:00:00
paddock,718.50,2016-10-09T23:05:00
paddock,0.00,2016-10-09T23:10:00
paddock,0.00,2016-10-09T23:15:00
paddock,0.00,2016-10-09T23:20:00
paddock,0.00,2016-10-09T23:25:00
paddock,0.00,2016-10-09T23:30:00
paddock,0.00,2016-10-09T23:35:00
paddock,0.00,2016-10-09T23:40:00
paddock,0.00,2016-10-09T23:45:00
paddock,0.00,2016-10-09T23:50:00
paddock,0.00,2016-10-09T23:55:00
paddock,0.00,2016-10-10T00:00:00
paddock,0.00,2016-10-10T00:05:00
paddock,0.00,2016-10-10T00:10:00
paddock,0.00,2016-10-10T00:15:00
paddock,0.00,2016-10-10T00:20:00
paddock,0.00,2016-10-10T00:25:00
paddock,0.00,2016-10-10T00:30:00
paddock,0.00,2016-10-10T00:35:00
paddock,0.00,2016-10-10T00:40:00
paddock,0.00,2016-10-10T00:45:00
paddock,0.00,2016-10-10T00:50:00
paddock,0.00,2016-10-10T00:55:00
paddock,0.00,2016-10-10T01:00:00
paddock,0.00,2016-10-10T01:05:00
paddock,0.00,2016-10-10T01:10:00
paddock,0.00,2016-10-10T01:15:00
paddock,0.00,2016-10-10T01:20:00
paddock,0.00,2016-10-10T01:25:00
paddock,0.00,2016-10-10T01:30:00
paddock,0.00,2016-10-10T01:35:00
paddock,0.00,2016-10-10T01:40:00
paddock,0.00,2016-10-10T01:45:00
paddock,0.00,2016-10-10T01:50:00
paddock,0.00,2016-10-10T01:55:00
paddock,0.00,2016-10-10T02:00:00
paddock,0.00,2016-10-10T02:05:00
paddock,0.00,2016-10-10T02:10:00
paddock,0.00,2016-10-10T02:15:00
paddock,0.00,2016-10-10T02:20:00
paddock,0.00,2016-10-10T02:25:00
paddock,0.00,2016-10-10T02:30:00
paddock,0.00,2016-10-10T02:35:00
paddock,0.00,2016-10-10T02:40:00
paddock,0.00,2016-10-10T02:45:00
paddock,0.00,2016-10-10T02:50:00
paddock,0.00,2016-10-10T02:55:00
paddock,0.00,2016-10-10T03:00:00
paddock,0.00,2016-10-10T03:05:00
paddock,0.00,2016-10-10T03:10:00
paddock,0.00,2016-10-10T03:15:00
paddock,0.00,2016-10-10T03:20:00
paddock,0.00,2016-10-10T03:25:00
paddock,0.00,2016-10-10T03:30:00
paddock,0.00,2016-10-10T03:35:00
paddock,0.00,2016-10-10T03:40:00
paddock,0.00,2016-10-10T03:45:00
paddock,0.00,2016-10-10T03:50:00
paddock,0.00,2016-10-10T03:55:00
paddock,0.00,2016-10-10T04:00:00
paddock,0.00,2016-10-10T04:05:00
paddock,0.00,2016-10-10T04:10:00
paddock,0.00,2016-10-10T04:15:00
paddock,0.00,2016-10-10T04:20:00
paddock,0.00,2016-10-10T04:25:00
paddock,0.00,2016-10-10T04:30:00
paddock,0.00,2016-10-10T04:35:00
paddock,0.00,2016-10-10T04:40:00
paddock,0.00,2016-10-10T04:45:00
paddock,0.00,2016-10-10T04:50:00
paddock,0.00,2016-10-10T04:55:00
paddock,0.00,2016-10-10T05:00:00
paddock,0.00,2016-10-10T05:05:00
paddock,0.00,2016-10-10T05:10:00
paddock,0.00,2016-10-10T05:15:00
paddock,0.00,2016-10-10T05:20:00
paddock,0.00,2016-10-10T05:25:00
paddock,0.00,2016-10-10T05:30:00
paddock,0.00,2016-10-10T05:35:00
paddock,0.00,2016-10-10T05:40:00
paddock,0.00,2016-10-10T05:45:00
paddock,0.00,2016-10-10T05:50:00
paddock,0.00,2016-10-10T05:55:00
paddock,0.00,2016-10-10T06:00:00
paddock,0.00,2016-10-10T06:05:00
paddock,0.00,2016-10-10T06:10:00
paddock,0.00,2016-10-10T06:15:00
paddock,0.00,2016-10-10T06:20:00
paddock,0.00,2016-10-10T06:25:00
paddock,0.00,2016-10-10T06:30:00
paddock,0.00,2016-10-10T06:35:00
paddock,0.00,2016-10-10T06:40:00
paddock,0.00,2016-10-10T06:45:00
paddock,0.00,2016-10-10T06:50:00
paddock,0.00,2016-10-10T06:55:00
paddock,0.00,2016-10-10T07:00:00
paddock,0.00,2016-10-10T07:05:00
paddock,0.00,2016-10-10T07:10:00
paddock,0.00,2016-10-10T07:15:00
paddock,0.00,2016-10-10T07:20:00
paddock,0.00,2016-10-10T07:25:00
paddock,0.00,2016-10-10T07:30:00
paddock,0.00,2016-10-10T07:35:00
paddock,0.00,2016-10-10T07:40:00
paddock,0.00,2016-10-10T07:45:00
paddock,0.00,2016-10-10T07:50:00
paddock,0.00,2016-10-10T07:55:00
media,2511.54,2016-10-09T08:05:00
media,2516.89,2016-10-09T08:10:00
media,1777.32,2016-10-09T08:15:00
media,1781.06,2016-10-09T08:20:00
media,1784.98,2016-10-09T08:25:00
media,1788.64,2016-10-09T08:30:00
media,1792.26,2016-10-09T08:35:00
media,1796.08,2016-10-09T08:40:00
media,1800.04,2016-10-09T08:45:00
media,1804.04,2016-10-09T08:50:00
media,1808.34,2016-10-09T08:55:00
media,1812.56,2016-10-09T09:00:00
media,1817.38,2016-10-09T09:05:00
media,1821.88,2016-10-09T09:10:00
media,1827.20,2016-10-09T09:15:00
media,1832.52,2016-10-09T09:20:00
media,1838.22,2016-10-09T09:25:00
media,1844.28,2016-10-09T09:30:00
media,1850.02,2016-10-09T09:35:00
media,1856.04,2016-10-09T09:40:00
media,1862.32,2016-10-09T09:45:00
media,1868.70,2016-10-09T09:50:00
media,2674.59,2016-10-09T09:55:00
media,2682.50,2016-10-09T10:00:00
media,2691.64,2016-10-09T10:05:00
media,2700.32,2016-10-09T10:10:00
media,2709.10,2016-10-09T10:15:00
media,2717.72,2016-10-09T10:20:00
media,2726.30,2016-10-09T10:25:00
media,2735.66,2016-10-09T10:30:00
media,2745.02,2016-10-09T10:35:00
media,2754.36,2016-10-09T10:40:00
media,2763.64,2016-10-09T10:45:00
media,2773.08,2016-10-09T10:50:00
media,2782.38,2016-10-09T10:55:00
media,2792.10,2016-10-09T11:00:00
media,2800.90,2016-10-09T11:05:00
media,2810.16,2016-10-09T11:10:00
media,2819.68,2016-10-09T11:15:00
media,2829.38,2016-10-09T11:20:00
media,2837.75,2016-10-09T11:25:00
media,1991.42,2016-10-09T11:30:00
media,1997.72,2016-10-09T11:35:00
media,2004.10,2016-10-09T11:40:00
media,2010.74,2016-10-09T11:45:00
media,2017.48,2016-10-09T11:50:00
media,2023.84,2016-10-09T11:55:00
media,2030.06,2016-10-09T12:00:00
media,2036.20,2016-10-09T12:05:00
media,2042.28,2016-10-09T12:10:00
media,2048.38,2016-10-09T12:15:00
media,2054.44,2016-10-09T12:20:00
media,2060.52,2016-10-09T12:25:00
media,2066.60,2016-10-09T12:30:00
media,2072.48,2016-10-09T12:35:00
media,2078.66,2016-10-09T12:40:00
media,2084.84,2016-10-09T12:45:00
media,2090.98,2016-10-09T12:50:00
media,2097.08,2016-10-09T12:55:00
media,2103.48,2016-10-09T13:00:00
media,2109.68,2016-10-09T13:05:00
media,2116.02,2016-10-09T13:10:00
media,2122.70,2016-10-09T13:15:00
media,2129.38,2016-10-09T13:20:00
media,2136.08,2016-10-09T13:25:00
media,2142.66,2016-10-09T13:30:00
media,2149.36,2016-10-09T13:35:00
media,2156.28,2016-10-09T13:40:00
media,2163.14,2016-10-09T13:45:00
media,3112.82,2016-10-09T13:50:00
media,3121.02,2016-10-09T13:55:00
media,3130.16,2016-10-09T14:00:00
media,3139.12,2016-10-09T14:05:00
media,3147.98,2016-10-09T14:10:00
media,3156.86,2016-10-09T14:15:00
media,3166.00,2016-10-09T14:20:00
media,3175.60,2016-10-09T14:25:00
media,3185.11,2016-10-09T14:30:00
media,3193.72,2016-10-09T14:35:00
media,3203.10,2016-10-09T14:40:00
media,3212.50,2016-10-09T14:45:00
media,3221.76,2016-10-09T14:50:00
media,3231.22,2016-10-09T14:55:00
media,3240.66,2016-10-09T15:00:00
media,3249.76,2016-10-09T15:05:00
media,3258.62,2016-10-09T15:10:00
media,3267.77,2016-10-09T15:15:00
media,3277.10,2016-10-09T15:20:00
media,3286.10,2016-10-09T15:25:00
media,3294.56,2016-10-09T15:30:00
media,3303.92,2016-10-09T15:35:00
media,3312.44,2016-10-09T15:40:00
media,2318.34,2016-10-09T15:45:00
media,2324.62,2016-10-09T15:50:00
media,2331.01,2016-10-09T15:55:00
media,2337.26,2016-10-09T16:00:00
media,2343.34,2016-10-09T16:05:00
media,2349.48,2016-10-09T16:10:00
media,2355.62,2016-10-09T16:15:00
media,2361.71,2016-10-09T16:20:00
media,2367.64,2016-10-09T16:25:00
media,2373.60,2016-10-09T16:30:00
media,2379.51,2016-10-09T16:35:00
media,2385.86,2016-10-09T16:40:00
media,2391.94,2016-10-09T16:45:00
media,2398.02,2016-10-09T16:50:00
media,2403.88,2016-10-09T16:55:00
media,2409.88,2016-10-09T17:00:00
media,2416.24,2016-10-09T17:05:00
media,2422.58,2016-10-09T17:10:00
media,2429.04,2016-10-09T17:15:00
media,2435.64,2016-10-09T17:20:00
media,2441.68,2016-10-09T17:25:00
media,2447.86,2016-10-09T17:30:00
media,2454.12,2016-10-09T17:35:00
media,2460.72,2016-10-09T17:40:00
media,3516.12,2016-10-09T17:45:00
media,3523.58,2016-10-09T17:50:00
media,3530.68,2016-10-09T17:55:00
media,3537.58,2016-10-09T18:00:00
media,3544.76,2016-10-09T18:05:00
media,3552.48,2016-10-09T18:10:00
media,3560.13,2016-10-09T18:15:00
media,3567.57,2016-10-09T18:20:00
media,2856.20,2016-10-09T18:25:00
media,2861.94,2016-10-09T18:30:00
media,2867.68,2016-10-09T18:35:00
media,2873.38,2016-10-09T18:40:00
media,2879.20,2016-10-09T18:45:00
media,2885.16,2016-10-09T18:50:00
media,2889.90,2016-10-09T18:55:00
media,1077.70,2016-10-09T19:00:00
media,1079.74,2016-10-09T19:05:00
media,1081.66,2016-10-09T19:10:00
media,1083.34,2016-10-09T19:15:00
media,1085.20,2016-10-09T19:20:00
media,1087.18,2016-10-09T19:25:00
media,1089.02,2016-10-09T19:30:00
media,1090.88,2016-10-09T19:35:00
media,1092.78,2016-10-09T19:40:00
media,1094.56,2016-10-09T19:45:00
media,1096.28,2016-10-09T19:50:00
media,1098.18,2016-10-09T19:55:00
media,1100.02,2016-10-09T20:00:00
media,1101.76,2016-10-09T20:05:00
media,1103.20,2016-10-09T20:10:00
media,1104.72,2016-10-09T20:15:00
media,1106.18,2016-10-09T20:20:00
media,1107.80,2016-10-09T20:25:00
media,1109.40,2016-10-09T20:30:00
media,1111.36,2016-10-09T20:35:00
media,1113.22,2016-10-09T20:40:00
media,1115.00,2016-10-09T20:45:00
media,1116.80,2016-10-09T20:50:00
media,1118.44,2016-10-09T20:55:00
media,1120.10,2016-10-09T21:00:00
media,1121.75,2016-10-09T21:05:00
media,1123.63,2016-10-09T21:10:00
media,1125.38,2016-10-09T21:15:00
media,1126.82,2016-10-09T21:20:00
media,1127.90,2016-10-09T21:25:00
media,0.00,2016-10-09T21:30:00
media,0.00,2016-10-09T21:35:00
media,0.00,2016-10-09T21:40:00
media,0.00,2016-10-09T21:45:00
media,0.00,2016-10-09T21:50:00
media,0.00,2016-10-09T21:55:00
media,0.00,2016-10-09T22:00:00
media,0.00,2016-10-09T22:05:00
media,0.00,2016-10-09T22:10:00
media,0.00,2016-10-09T22:15:00
media,0.00,2016-10-09T22:20:00
media,0.00,2016-10-09T22:25:00
media,0.00,2016-10-09T22:30:00
media,0.00,2016-10-09T22:35:00
media,0.00,2016-10-09T22:40:00
media,0.00,2016-10-09T22:45:00
media,0.00,2016-10-09T22:50:00
media,0.00,2016-10-09T22:55:00
media,0.00,2016-10-09T23:00:00
media,0.00,2016-10-09T23:05:00
media,0.00,2016-10-09T23:10:00
media,0.00,2016-10-09T23:15:00
media,0.00,2016-10-09T23:20:00
media,0.00,2016-10-09T23:25:00
media,0.00,2016-10-09T23:30:00
media,0.00,2016-10-09T23:35:00
media,0.00,2016-10-09T23:40:00
media,0.00,2016-10-09T23:45:00
media,0.00,2016-10-09T23:50:00
media,0.00,2016-10-09T23:55:00
media,0.00,2016-10-10T00:00:00
media,0.00,2016-10-10T00:05:00
media,0.00,2016-10-10T00:10:00
media,0.00,2016-10-10T00:15:00
media,0.00,2016-10-10T00:20:00
media,0.00,2016-10-10T00:25:00
media,0.00,2016-10-10T00:30:00
media,0.00,2016-10-10T00:35:00
media,0.00,2016-10-10T00:40:00
media,0.00,2016-10-10T00:45:00
media,0.00,2016-10-10T00:50:00
media,0.00,2016-10-10T00:55:00
media,0.00,2016-10-10T01:00:00
media,0.00,2016-10-10T01:05:00
media,0.00,2016-10-10T01:10:00
media,0.00,2016-10-10T01:15:00
media,0.00,2016-10-10T01:20:00
media,0.00,2016-10-10T01:25:00
media,0.00,2016-10-10T01:30:00
media,0.00,2016-10-10T01:35:00
media,0.00,2016-10-10T01:40:00
media,0.00,2016-10-10T01:45:00
media,0.00,2016-10-10T01:50:00
media,0.00,2016-10-10T01:55:00
media,0.00,2016-10-10T02:00:00
media,0.00,2016-10-10T02:05:00
media,0.00,2016-10-10T02:10:00
media,0.00,2016-10-10T02:15:00
media,0.00,2016-10-10T02:20:00
media,0.00,2016-10-10T02:25:00
media,0.00,2016-10-10T02:30:00
media,0.00,2016-10-10T02:35:00
media,0.00,2016-10-10T02:40:00
media,0.00,2016-10-10T02:45:00
media,0.00,2016-10-10T02:50:00
media,0.00,2016-10-10T02:55:00
media,0.00,2016-10-10T03:00:00
media,0.00,2016-10-10T03:05:00
media,0.00,2016-10-10T03:10:00
media,0.00,2016-10-10T03:15:00
media,0.00,2016-10-10T03:20:00
media,0.00,2016-10-10T03:25:00
media,0.00,2016-10-10T03:30:00
media,0.00,2016-10-10T03:35:00
media,0.00,2016-10-10T03:40:00
media,0.00,2016-10-10T03:45:00
media,0.00,2016-10-10T03:50:00
media,0.00,2016-10-10T03:55:00
media,0.00,2016-10-10T04:00:00
media,0.00,2016-10-10T04:05:00
media,0.00,2016-10-10T04:10:00
media,0.00,2016-10-10T04:15:00
media,0.00,2016-10-10T04:20:00
media,0.00,2016-10-10T04:25:00
media,0.00,2016-10-10T04:30:00
media,0.00,2016-10-10T04:35:00
media,0.00,2016-10-10T04:40:00
media,0.00,2016-10-10T04:45:00
media,0.00,2016-10-10T04:50:00
media,0.00,2016-10-10T04:55:00
media,0.00,2016-10-10T05:00:00
media,0.00,2016-10-10T05:05:00
media,0.00,2016-10-10T05:10:00
media,0.00,2016-10-10T05:15:00
media,0.00,2016-10-10T05:20:00
media,0.00,2016-10-10T05:25:00
media,0.00,2016-10-10T05:30:00
media,0.00,2016-10-10T05:35:00
media,0.00,2016-10-10T05:40:00
media,0.00,2016-10-10T05:45:00
media,0.00,2016-10-10T05:50:00
media,0.00,2016-10-10T05:55:00
media,0.00,2016-10-10T06:00:00
media,0.00,2016-10-10T06:05:00
media,0.00,2016-10-10T06:10:00
media,0.00,2016-10-10T06:15:00
media,0.00,2016-10-10T06:20:00
media,0.00,2016-10-10T06:25:00
media,0.00,2016-10-10T06:30:00
media,0.00,2016-10-10T06:35:00
media,0.00,2016-10-10T06:40:00
media,0.00,2016-10-10T06:45:00
media,0.00,2016-10-10T06:50:00
media,0.00,2016-10-10T06:55:00
media,0.00,2016-10-10T07:00:00
media,0.00,2016-10-10T07:05:00
media,0.00,2016-10-10T07:10:00
media,0.00,2016-10-10T07:15:00
media,0.00,2016-10-10T07:20:00
media,0.00,2016-10-10T07:25:00
media,0.00,2016-10-10T07:30:00
media,0.00,2016-10-10T07:35:00
media,0.00,2016-10-10T07:40:00
media,0.00,2016-10-10T07:45:00
media,0.00,2016-10-10T07:50:00
media,0.00,2016-10-10T07:55:00
eVillage,2694.64,2016-10-09T08:05:00
eVillage,2377.88,2016-10-09T08:10:00
eVillage,2706.30,2016-10-09T08:15:00
eVillage,2712.18,2016-10-09T08:20:00
eVillage,2717.95,2016-10-09T08:25:00
eVillage,2724.20,2016-10-09T08:30:00
eVillage,2730.00,2016-10-09T08:35:00
eVillage,2736.31,2016-10-09T08:40:00
eVillage,2742.66,2016-10-09T08:45:00
eVillage,2425.36,2016-10-09T08:50:00
eVillage,2432.86,2016-10-09T08:55:00
eVillage,2766.52,2016-10-09T09:00:00
eVillage,2448.30,2016-10-09T09:05:00
eVillage,2783.27,2016-10-09T09:10:00
eVillage,2791.89,2016-10-09T09:15:00
eVillage,2800.38,2016-10-09T09:20:00
eVillage,2808.44,2016-10-09T09:25:00
eVillage,2816.90,2016-10-09T09:30:00
eVillage,2825.18,2016-10-09T09:35:00
eVillage,2833.24,2016-10-09T09:40:00
eVillage,2841.03,2016-10-09T09:45:00
eVillage,2849.00,2016-10-09T09:50:00
eVillage,2856.39,2016-10-09T09:55:00
eVillage,2864.08,2016-10-09T10:00:00
eVillage,2871.72,2016-10-09T10:05:00
eVillage,2879.36,2016-10-09T10:10:00
eVillage,2886.92,2016-10-09T10:15:00
eVillage,2893.72,2016-10-09T10:20:00
eVillage,2900.62,2016-10-09T10:25:00
eVillage,2907.12,2016-10-09T10:30:00
eVillage,2913.10,2016-10-09T10:35:00
eVillage,2919.27,2016-10-09T10:40:00
eVillage,2926.53,2016-10-09T10:45:00
eVillage,2936.18,2016-10-09T10:50:00
eVillage,2944.06,2016-10-09T10:55:00
eVillage,2950.62,2016-10-09T11:00:00
eVillage,2957.26,2016-10-09T11:05:00
eVillage,2964.62,2016-10-09T11:10:00
eVillage,2972.28,2016-10-09T11:15:00
eVillage,2980.10,2016-10-09T11:20:00
eVillage,2987.90,2016-10-09T11:25:00
eVillage,2995.66,2016-10-09T11:30:00
eVillage,3003.36,2016-10-09T11:35:00
eVillage,3011.26,2016-10-09T11:40:00
eVillage,3019.06,2016-10-09T11:45:00
eVillage,3026.90,2016-10-09T11:50:00
eVillage,3034.52,2016-10-09T11:55:00
eVillage,3041.68,2016-10-09T12:00:00
eVillage,3048.36,2016-10-09T12:05:00
eVillage,3054.98,2016-10-09T12:10:00
eVillage,3061.60,2016-10-09T12:15:00
eVillage,3068.27,2016-10-09T12:20:00
eVillage,3075.12,2016-10-09T12:25:00
eVillage,3082.03,2016-10-09T12:30:00
eVillage,3088.80,2016-10-09T12:35:00
eVillage,3095.74,2016-10-09T12:40:00
eVillage,3102.84,2016-10-09T12:45:00
eVillage,3110.00,2016-10-09T12:50:00
eVillage,3117.14,2016-10-09T12:55:00
eVillage,3124.14,2016-10-09T13:00:00
eVillage,3131.08,2016-10-09T13:05:00
eVillage,3137.72,2016-10-09T13:10:00
eVillage,3144.52,2016-10-09T13:15:00
eVillage,3151.66,2016-10-09T13:20:00
eVillage,3159.18,2016-10-09T13:25:00
eVillage,3167.14,2016-10-09T13:30:00
eVillage,3175.30,2016-10-09T13:35:00
eVillage,3183.58,2016-10-09T13:40:00
eVillage,3191.62,2016-10-09T13:45:00
eVillage,3199.58,2016-10-09T13:50:00
eVillage,3207.62,2016-10-09T13:55:00
eVillage,3215.64,2016-10-09T14:00:00
eVillage,3223.86,2016-10-09T14:05:00
eVillage,3232.38,2016-10-09T14:10:00
eVillage,3241.14,2016-10-09T14:15:00
eVillage,3249.66,2016-10-09T14:20:00
eVillage,3257.84,2016-10-09T14:25:00
eVillage,3265.86,2016-10-09T14:30:00
eVillage,3274.10,2016-10-09T14:35:00
eVillage,3282.48,2016-10-09T14:40:00
eVillage,3291.38,2016-10-09T14:45:00
eVillage,3300.18,2016-10-09T14:50:00
eVillage,3308.82,2016-10-09T14:55:00
eVillage,3316.95,2016-10-09T15:00:00
eVillage,3324.72,2016-10-09T15:05:00
eVillage,3332.36,2016-10-09T15:10:00
eVillage,3339.56,2016-10-09T15:15:00
eVillage,3346.74,2016-10-09T15:20:00
eVillage,3353.54,2016-10-09T15:25:00
eVillage,3359.56,2016-10-09T15:30:00
eVillage,3366.01,2016-10-09T15:35:00
eVillage,3372.08,2016-10-09T15:40:00
eVillage,3377.96,2016-10-09T15:45:00
eVillage,3384.08,2016-10-09T15:50:00
eVillage,3390.30,2016-10-09T15:55:00
eVillage,3396.45,2016-10-09T16:00:00
eVillage,3403.00,2016-10-09T16:05:00
eVillage,3409.62,2016-10-09T16:10:00
eVillage,3416.22,2016-10-09T16:15:00
