key,value,date
vip_area,0.00,2016-10-09T12:35:00
vip_area,0.00,2016-10-09T12:40:00
vip_area,0.00,2016-10-09T12:45:00
vip_area,0.00,2016-10-09T12:50:00
vip_area,0.00,2016-10-09T12:55:00
vip_area,0.00,2016-10-09T13:00:00
vip_area,0.00,2016-10-09T13:05:00
vip_area,0.00,2016-10-09T13:10:00
vip_area,0.00,2016-10-09T13:15:00
vip_area,0.00,2016-10-09T13:20:00
vip_area,0.00,2016-10-09T13:25:00
vip_area,0.00,2016-10-09T13:30:00
vip_area,0.00,2016-10-09T13:35:00
vip_area,0.00,2016-10-09T13:40:00
vip_area,0.00,2016-10-09T13:45:00
vip_area,0.00,2016-10-09T13:50:00
vip_area,0.00,2016-10-09T13:55:00
