key,value,date
media,3544.76,2016-10-09T18:05:00
media,3552.48,2016-10-09T18:10:00
media,3560.13,2016-10-09T18:15:00
media,3567.57,2016-10-09T18:20:00
media,2856.20,2016-10-09T18:25:00
media,2861.94,2016-10-09T18:30:00
media,2867.68,2016-10-09T18:35:00
media,2873.38,2016-10-09T18:40:00
media,2879.20,2016-10-09T18:45:00
media,2885.16,2016-10-09T18:50:00
media,2889.90,2016-10-09T18:55:00
eVillage,2448.30,2016-10-09T09:05:00
eVillage,2783.27,2016-10-09T09:10:00
eVillage,2791.89,2016-10-09T09:15:00
eVillage,2800.38,2016-10-09T09:20:00
eVillage,2808.44,2016-10-09T09:25:00
eVillage,2816.90,2016-10-09T09:30:00
eVillage,2825.18,2016-10-09T09:35:00
eVillage,2833.24,2016-10-09T09:40:00
eVillage,2841.03,2016-10-09T09:45:00
eVillage,2849.00,2016-10-09T09:50:00
eVillage,2856.39,2016-10-09T09:55:00
eVillage,2864.08,2016-10-09T10:00:00
eVillage,2871.72,2016-10-09T10:05:00
eVillage,2879.36,2016-10-09T10:10:00
eVillage,2886.92,2016-10-09T10:15:00
eVillage,2893.72,2016-10-09T10:20:00
eVillage,2900.62,2016-10-09T10:25:00
eVillage,2907.12,2016-10-09T10:30:00
eVillage,2913.10,2016-10-09T10:35:00
eVillage,2919.27,2016-10-09T10:40:00
eVillage,2926.53,2016-10-09T10:45:00
eVillage,2936.18,2016-10-09T10:50:00
eVillage,2944.06,2016-10-09T10:55:00
eVillage,2950.62,2016-10-09T11:00:00
eVillage,2957.26,2016-10-09T11:05:00
eVillage,2964.62,2016-10-09T11:10:00
eVillage,2972.28,2016-10-09T11:15:00
eVillage,2980.10,2016-10-09T11:20:00
eVillage,2987.90,2016-10-09T11:25:00
eVillage,2995.66,2016-10-09T11:30:00
eVillage,3003.36,2016-10-09T11:35:00
eVillage,3011.26,2016-10-09T11:40:00
eVillage,3019.06,2016-10-09T11:45:00
eVillage,3026.90,2016-10-09T11:50:00
eVillage,3034.52,2016-10-09T11:55:00
eVillage,3041.68,2016-10-09T12:00:00
eVillage,3048.36,2016-10-09T12:05:00
eVillage,3054.98,2016-10-09T12:10:00
eVillage,3061.60,2016-10-09T12:15:00
eVillage,3068.27,2016-10-09T12:20:00
eVillage,3075.12,2016-10-09T12:25:00
eVillage,3082.03,2016-10-09T12:30:00
eVillage,3088.80,2016-10-09T12:35:00
eVillage,3095.74,2016-10-09T12:40:00
eVillage,3102.84,2016-10-09T12:45:00
eVillage,3110.00,2016-10-09T12:50:00
eVillage,3117.14,2016-10-09T12:55:00
eVillage,3124.14,2016-10-09T13:00:00
eVillage,3131.08,2016-10-09T13:05:00
eVillage,3137.72,2016-10-09T13:10:00
eVillage,3144.52,2016-10-09T13:15:00
eVillage,3151.66,2016-10-09T13:20:00
eVillage,3159.18,2016-10-09T13:25:00
eVillage,3167.14,2016-10-09T13:30:00
eVillage,3175.30,2016-10-09T13:35:00
eVillage,3183.58,2016-10-09T13:40:00
eVillage,3191.62,2016-10-09T13:45:00
eVillage,3199.58,2016-10-09T13:50:00
eVillage,3207.62,2016-10-09T13:55:00
eVillage,3215.64,2016-10-09T14:00:00
eVillage,3223.86,2016-10-09T14:05:00
eVillage,3232.38,2016-10-09T14:10:00
eVillage,3241.14,2016-10-09T14:15:00
eVillage,3249.66,2016-10-09T14:20:00
eVillage,3257.84,2016-10-09T14:25:00
eVillage,3265.86,2016-10-09T14:30:00
eVillage,3274.10,2016-10-09T14:35:00
eVillage,3282.48,2016-10-09T14:40:00
eVillage,3291.38,2016-10-09T14:45:00
eVillage,3300.18,2016-10-09T14:50:00
eVillage,3308.82,2016-10-09T14:55:00
eVillage,3316.95,2016-10-09T15:00:00
eVillage,3324.72,2016-10-09T15:05:00
eVillage,3332.36,2016-10-09T15:10:00
eVillage,3339.56,2016-10-09T15:15:00
eVillage,3346.74,2016-10-09T15:20:00
eVillage,3353.54,2016-10-09T15:25:00
eVillage,3359.56,2016-10-09T15:30:00
eVillage,3366.01,2016-10-09T15:35:00
eVillage,3372.08,2016-10-09T15:40:00
eVillage,3377.96,2016-10-09T15:45:00
eVillage,3384.08,2016-10-09T15:50:00
eVillage,3390.30,2016-10-09T15:55:00
eVillage,3396.45,2016-10-09T16:00:00
eVillage,3403.00,2016-10-09T16:05:00
eVillage,3409.62,2016-10-09T16:10:00
eVillage,3416.22,2016-10-09T16:15:00
eVillage,3422.74,2016-10-09T16:20:00
eVillage,3429.32,2016-10-09T16:25:00
eVillage,3435.88,2016-10-09T16:30:00
eVillage,3442.80,2016-10-09T16:35:00
eVillage,3449.90,2016-10-09T16:40:00
eVillage,3456.98,2016-10-09T16:45:00
eVillage,3463.80,2016-10-09T16:50:00
eVillage,3470.56,2016-10-09T16:55:00
eVillage,3477.01,2016-10-09T17:00:00
eVillage,3483.80,2016-10-09T17:05:00
eVillage,3490.58,2016-10-09T17:10:00
eVillage,3497.74,2016-10-09T17:15:00
eVillage,3505.24,2016-10-09T17:20:00
eVillage,3512.59,2016-10-09T17:25:00
eVillage,3519.62,2016-10-09T17:30:00
eVillage,3526.76,2016-10-09T17:35:00
eVillage,3534.05,2016-10-09T17:40:00
eVillage,3541.22,2016-10-09T17:45:00
eVillage,3548.22,2016-10-09T17:50:00
eVillage,3555.14,2016-10-09T17:55:00
eVillage,3561.86,2016-10-09T18:00:00
eVillage,3567.82,2016-10-09T18:05:00
eVillage,2386.91,2016-10-09T18:10:00
eVillage,2391.30,2016-10-09T18:15:00
eVillage,2395.60,2016-10-09T18:20:00
eVillage,2399.66,2016-10-09T18:25:00
eVillage,2403.88,2016-10-09T18:30:00
eVillage,2407.82,2016-10-09T18:35:00
eVillage,2411.56,2016-10-09T18:40:00
eVillage,2415.68,2016-10-09T18:45:00
eVillage,2419.54,2016-10-09T18:50:00
eVillage,2423.30,2016-10-09T18:55:00
vip_area,0.00,2016-10-09T09:05:00
vip_area,0.00,2016-10-09T09:10:00
vip_area,0.00,2016-10-09T09:15:00
vip_area,0.00,2016-10-09T09:20:00
vip_area,0.00,2016-10-09T09:25:00
vip_area,0.00,2016-10-09T09:30:00
vip_area,0.00,2016-10-09T09:35:00
vip_area,0.00,2016-10-09T09:40:00
vip_area,0.00,2016-10-09T09:45:00
vip_area,0.00,2016-10-09T09:50:00
vip_area,0.00,2016-10-09T09:55:00
vip_area,0.00,2016-10-09T10:00:00
vip_area,0.00,2016-10-09T10:05:00
vip_area,0.00,2016-10-09T10:10:00
vip_area,0.00,2016-10-09T10:15:00
vip_area,0.00,2016-10-09T10:20:00
vip_area,0.00,2016-10-09T10:25:00
vip_area,0.00,2016-10-09T10:30:00
vip_area,0.00,2016-10-09T10:35:00
vip_area,0.00,2016-10-09T10:40:00
vip_area,0.00,2016-10-09T10:45:00
vip_area,0.00,2016-10-09T10:50:00
vip_area,0.00,2016-10-09T10:55:00
vip_area,0.00,2016-10-09T11:00:00
vip_area,0.00,2016-10-09T11:05:00
vip_area,0.00,2016-10-09T11:10:00
vip_area,0.00,2016-10-09T11:15:00
vip_area,0.00,2016-10-09T11:20:00
vip_area,0.00,2016-10-09T11:25:00
vip_area,0.00,2016-10-09T11:30:00
vip_area,0.00,2016-10-09T11:35:00
vip_area,0.00,2016-10-09T11:40:00
vip_area,0.00,2016-10-09T11:45:00
vip_area,760.10,2016-10-09T11:50:00
vip_area,0.00,2016-10-09T11:55:00
vip_area,0.00,2016-10-09T12:00:00
vip_area,0.00,2016-10-09T12:05:00
vip_area,0.00,2016-10-09T12:10:00
vip_area,0.00,2016-10-09T12:15:00
vip_area,0.00,2016-10-09T12:20:00
vip_area,0.00,2016-10-09T12:25:00
vip_area,0.00,2016-10-09T12:30:00
vip_area,0.00,2016-10-09T12:35:00
vip_area,0.00,2016-10-09T12:40:00
vip_area,0.00,2016-10-09T12:45:00
vip_area,0.00,2016-10-09T12:50:00
vip_area,0.00,2016-10-09T12:55:00
vip_area,0.00,2016-10-09T13:00:00
vip_area,0.00,2016-10-09T13:05:00
vip_area,0.00,2016-10-09T13:10:00
vip_area,0.00,2016-10-09T13:15:00
vip_area,0.00,2016-10-09T13:20:00
vip_area,0.00,2016-10-09T13:25:00
vip_area,0.00,2016-10-09T13:30:00
vip_area,0.00,2016-10-09T13:35:00
vip_area,0.00,2016-10-09T13:40:00
vip_area,0.00,2016-10-09T13:45:00
vip_area,0.00,2016-10-09T13:50:00
vip_area,0.00,2016-10-09T13:55:00
vip_area,0.00,2016-10-09T14:00:00
vip_area,0.00,2016-10-09T14:05:00
vip_area,0.00,2016-10-09T14:10:00
vip_area,0.00,2016-10-09T14:15:00
vip_area,0.00,2016-10-09T14:20:00
vip_area,0.00,2016-10-09T14:25:00
vip_area,0.00,2016-10-09T14:30:00
vip_area,0.00,2016-10-09T14:35:00
vip_area,0.00,2016-10-09T14:40:00
vip_area,0.00,2016-10-09T14:45:00
vip_area,0.00,2016-10-09T14:50:00
vip_area,0.00,2016-10-09T14:55:00
vip_area,0.00,2016-10-09T15:00:00
vip_area,0.00,2016-10-09T15:05:00
vip_area,0.00,2016-10-09T15:10:00
vip_area,0.00,2016-10-09T15:15:00
vip_area,0.00,2016-10-09T15:20:00
vip_area,0.00,2016-10-09T15:25:00
vip_area,0.00,2016-10-09T15:30:00
vip_area,0.00,2016-10-09T15:35:00
vip_area,0.00,2016-10-09T15:40:00
vip_area,0.00,2016-10-09T15:45:00
vip_area,0.00,2016-10-09T15:50:00
vip_area,0.00,2016-10-09T15:55:00
vip_area,0.00,2016-10-09T16:00:00
vip_area,0.00,2016-10-09T16:05:00
vip_area,0.00,2016-10-09T16:10:00
vip_area,0.00,2016-10-09T16:15:00
vip_area,0.00,2016-10-09T16:20:00
vip_area,0.00,2016-10-09T16:25:00
vip_area,0.00,2016-10-09T16:30:00
vip_area,0.00,2016-10-09T16:35:00
vip_area,0.00,2016-10-09T16:40:00
vip_area,0.00,2016-10-09T16:45:00
vip_area,0.00,2016-10-09T16:50:00
vip_area,0.00,2016-10-09T16:55:00
vip_area,0.00,2016-10-09T17:00:00
vip_area,0.00,2016-10-09T17:05:00
vip_area,0.00,2016-10-09T17:10:00
vip_area,0.00,2016-10-09T17:15:00
vip_area,0.00,2016-10-09T17:20:00
vip_area,924.50,2016-10-09T17:25:00
vip_area,0.00,2016-10-09T17:30:00
vip_area,0.00,2016-10-09T17:35:00
vip_area,0.00,2016-10-09T17:40:00
vip_area,0.00,2016-10-09T17:45:00
vip_area,0.00,2016-10-09T17:50:00
vip_area,0.00,2016-10-09T17:55:00
vip_area,0.00,2016-10-09T18:00:00
vip_area,0.00,2016-10-09T18:05:00
vip_area,0.00,2016-10-09T18:10:00
vip_area,0.00,2016-10-09T18:15:00
vip_area,0.00,2016-10-09T18:20:00
vip_area,0.00,2016-10-09T18:25:00
vip_area,0.00,2016-10-09T18:30:00
vip_area,0.00,2016-10-09T18:35:00
vip_area,0.00,2016-10-09T18:40:00
vip_area,0.00,2016-10-09T18:45:00
vip_area,0.00,2016-10-09T18:50:00
vip_area,0.00,2016-10-09T18:55:00
